"ShowID","ShowDate","ShowName","DeadBaseID","VenueID","TapeRank","GotIT","Quality","MyNotes","ShowNotes","ShowFirstLine"
1749,"1983-08-21","08-21-83",0,51,0,0,-1,"","","08-21-83 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sun)"
1750,"1983-08-26","08-26-83",0,22,0,0,-1,"","first ""Wang Dang Doodle""","08-26-83 Portland Memorial Coliseum/, Portland/, Or. (Fri)"
1751,"1983-08-27","08-27-83",0,113,0,0,-1,"","last ""Deep Elem"": 04-14-82 [81]","08-27-83 Seattle Center Memorial Coliseum/, Seattle/, Wa. (Sat)"
1752,"1983-08-29","08-29-83",0,249,0,0,-1,"","","08-29-83 Silva Hall/, Hult Center/, Eugene/, Or. (Mon)"
1753,"1983-08-30","08-30-83",0,249,0,0,-1,"","","08-30-83 Silva Hall/, Hult Center/, Eugene/, Or. (Tue)"
1754,"1983-09-02","09-02-83",0,549,0,0,-1,"","","09-02-83 BSU Pavilion/, Boise State University/, Boise/, Id. (Fri)"
1755,"1983-09-06","09-06-83",0,10,0,0,-1,"","","09-06-83 Red Rocks Amphitheatre/, Morrison/, Co. (Tue)"
1756,"1983-09-07","09-07-83",0,10,0,0,-1,"","","09-07-83 Red Rocks Amphitheatre/, Morrison/, Co. (Wed)"
1757,"1983-09-11","09-11-83",0,251,0,0,-1,"","Mickey Hart's 40th birthday","09-11-83 Downs of Santa Fe/, Santa Fe/, N.M. (Sun)"
1758,"1983-09-13","09-13-83",0,241,0,0,-1,"","","09-13-83 Manor Downs/, Austin/, Tx. (Tue)"
1759,"1983-09-18","09-18-83",0,550,0,0,-1,"","","09-18-83 Nevada County Fairgrounds/, Grass Valley/, Ca. (Sun)"
1760,"1983-09-24","09-24-83",0,551,0,0,-1,"","""Funiculi Funicula"" tuning into ""Saturday Night"" - final ""Deep Elem""","09-24-83 Santa Cruz County Fairgrounds/, Watsonville/, Ca. (Sat)"
1761,"1983-10-09","10-09-83",0,76,0,0,-1,"","sound check: St. Stephen (3x))*","10-09-83 Greensboro Coliseum/, Greensboro/, N.C. (Sun)"
1762,"1983-10-12","10-12-83",0,8,0,0,-1,"","first ""Revolution""","10-12-83 Madison Square Garden/, New York/, N.Y. (Wed)"
1763,"1983-10-17","10-17-83",0,552,0,0,-1,"","""2001 Theme"" tuning before ""Touch"" - last ""To Lay Me Down"": 08-03-82 [84]","10-17-83 Olympic Center/, Lake Placid/, N.Y. (Mon)"
1764,"1983-10-18","10-18-83",0,245,0,0,-1,"","","10-18-83 Cumberland County Civic Center/, Portland/, Me. (Tue)"
1765,"1983-10-20","10-20-83",0,109,0,0,-1,"","","10-20-83 The Centrum/, Worcester/, Ma. (Thu)"
1766,"1983-10-22","10-22-83",0,136,0,0,-1,"","The Band, without Robertson, with The Cate Brothers opened - sound check: H. C. Sunshine","10-22-83 Carrier Dome/, Syracuse University/, Syracuse/, N.Y. (Sat)"
1767,"1983-10-30","10-30-83",0,134,0,0,-1,"","","10-30-83 Marin County Veterans Auditorium/, San Rafael/, Ca. (Sun)"
1768,"1983-12-28","12-28-83",0,177,0,0,-1,"","","12-28-83 San Francisco Civic Auditorium/, San Francisco/, Ca. (Wed)"
1769,"1984-03-28","03-28-84",0,134,0,0,-1,"","*without Bob & Brent **without Jerry & Phil first Rex Foundation benefit - first ""Don't Need Love"" - final/last ""Ain't No Lie"": 10-16-81 [144] - last ""El Paso"": 12-28-82 [69]","03-28-84 Marin County Veterans Auditorium/, San Rafael/, Ca. (Wed)"
1770,"1984-03-29","03-29-84",0,134,0,0,-1,"","Rex Foundation benefit - last ""Walking The Dog"": 11-09-70 [856]","03-29-84 Marin County Veterans Auditorium/, San Rafael/, Ca. (Thu)"
1771,"1984-03-31","03-31-84",0,134,0,0,-1,"","Rex Foundation benefit - final/last ""Blues For Allah Jam"": 10-06-81 [152]","03-31-84 Marin County Veterans Auditorium/, San Rafael/, Ca. (Sat)"
1772,"1984-04-06","04-06-84",0,246,0,0,-1,"","","04-06-84 Aladdin Theatre/, Las Vegas/, Nv. (Fri)"
1773,"1984-04-07","04-07-84",0,252,0,0,-1,"","","04-07-84 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sat)"
1774,"1984-04-13","04-13-84",0,6,0,0,-1,"","","04-13-84 Hampton Coliseum/, Hampton/, Va. (Fri)"
1775,"1984-04-14","04-14-84",0,6,0,0,-1,"","""Saturday Night"" tease before ""Throwing Stones""","04-14-84 Hampton Coliseum/, Hampton/, Va. (Sat)"
1776,"1984-04-16","04-16-84",0,126,0,0,-1,"","","04-16-84 Community War Memorial/, Rochester/, N.Y. (Mon)"
1777,"1984-04-17","04-17-84",0,553,0,0,-1,"","""Beer Barrel Polka"" tuning before ""Help""","04-17-84 Niagara Falls Civic Center/, Niagara Falls/, N.Y. (Tue)"
1778,"1984-04-19","04-19-84",0,489,0,0,-1,"","","04-19-84 Civic Convention Hall Auditorium/, Philadelphia/, Pa. (Thu)"
1779,"1984-04-20","04-20-84",0,489,0,0,-1,"","","04-20-84 Civic Convention Hall Auditorium/, Philadelphia/, Pa. (Fri)"
1780,"1984-04-21","04-21-84",0,489,0,0,-1,"","","04-21-84 Civic Convention Hall Auditorium/, Philadelphia/, Pa. (Sat)"
1781,"1984-04-23","04-23-84",0,59,0,1,-1,"Only have first set","*without Bobby, Jerry & Phil only ""Only A Fool""","04-23-84 Veterans Memorial Coliseum/, New Haven/, Ct. (Mon)"
1782,"1984-04-24","04-24-84",0,59,0,0,-1,"","","04-24-84 Veterans Memorial Coliseum/, New Haven/, Ct. (Tue)"
1783,"1984-04-27","04-27-84",0,35,0,0,-1,"","last ""High Time"": 09-21-82 [94]","04-27-84 Providence Civic Center/, Providence/, R.I. (Fri)"
1784,"1984-04-29","04-29-84",0,5,0,0,-1,"","","04-29-84 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Sun)"
1785,"1984-04-30","04-30-84",0,5,0,0,-1,"","","04-30-84 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Mon)"
1786,"1984-05-06","05-06-84",0,249,0,1,-1,"","","05-06-84 Silva Hall/, Hult Center/, Eugene/, Or. (Sun)"
1787,"1984-05-07","05-07-84",0,249,0,1,-1,"","Bill Kreutzmann's 38th birthday - ""Happy Birthday"" before ""Mama Tried""","05-07-84 Silva Hall/, Hult Center/, Eugene/, Or. (Mon)"
1788,"1984-06-09","06-09-84",0,65,0,0,-1,"","","06-09-84 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sat)"
1789,"1984-06-10","06-10-84",0,65,0,0,-1,"","","06-10-84 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sun)"
1790,"1984-06-12","06-12-84",0,10,0,0,-1,"","","06-12-84 Red Rocks Amphitheatre/, Morrison/, Co. (Tue)"
1791,"1984-06-13","06-13-84",0,10,0,0,-1,"","lightning storm during show","06-13-84 Red Rocks Amphitheatre/, Morrison/, Co. (Wed)"
1792,"1984-06-14","06-14-84",0,10,0,0,-1,"","first ""Mr. Fantasy""","06-14-84 Red Rocks Amphitheatre/, Morrison/, Co. (Thu)"
1793,"1984-06-23","06-23-84",0,548,0,0,-1,"","Robert Hunter's 43rd birthday","06-23-84 City Island/, Harrisburg/, Pa. (Sat)"
1794,"1984-06-26","06-26-84",0,38,0,0,-1,"","""Funiculi Funicula"" tuning into ""Casey Jones"" - last ""Casey Jones"": 08-03-82 [125] - sound check: Casey Jones, Lovelight","06-26-84 Merriweather Post Pavilion/, Columbia/, Md. (Tue)"
1795,"1984-06-27","06-27-84",0,38,0,0,-1,"","*without Jerry first ""Do It In The Road""","06-27-84 Merriweather Post Pavilion/, Columbia/, Md. (Wed)"
1796,"1984-06-29","06-29-84",0,253,0,0,-1,"","","06-29-84 Blossom Music Center/, Cuyahoga Falls/, Oh. (Fri)"
1797,"1984-06-30","06-30-84",0,554,0,0,-1,"","","06-30-84 Indianapolis Sports Center/, Indianapolis/, In. (Sat)"
1798,"1984-07-01","07-01-84",0,527,0,0,-1,"","","07-01-84 Pine Knob Music Theatre/, Clarkston/, Mi. (Sun)"
1799,"1984-07-03","07-03-84",0,89,0,0,-1,"","","07-03-84 Starlight Theatre/, Kansas City/, Mo. (Tue)"
1800,"1984-07-04","07-04-84",0,555,0,1,-1,"","","07-04-84 Five Seasons Center/, Cedar Rapids/, Ia. (Wed)"
1801,"1984-07-06","07-06-84",0,64,0,0,-1,"","only ""Around Jam""","07-06-84 Alpine Valley Music Theatre/, East Troy/, Wi. (Fri)"
1802,"1984-07-07","07-07-84",0,64,0,0,-1,"","last ""Lovelight"": 12-31-82 [105]","07-07-84 Alpine Valley Music Theatre/, East Troy/, Wi. (Sat)"
1803,"1984-07-21","07-21-84",0,175,0,0,-1,"","","07-21-84 County Fairgrounds/, Ventura/, Ca. (Sat)"
1804,"1984-10-05","10-05-84",0,25,0,1,-1,"","","10-05-84 Charlotte Coliseum/, Charlotte/, N.C. (Fri)"
1805,"1984-10-06","10-06-84",0,27,0,0,-1,"","","10-06-84 Richmond Coliseum/, Richmond/, Va. (Sat)"
1806,"1984-10-14","10-14-84",0,110,0,0,-1,"","","10-14-84 Hartford Civic Center/, Hartford/, Ct. (Sun)"
1807,"1984-10-15","10-15-84",0,110,0,0,-1,"","","10-15-84 Hartford Civic Center/, Hartford/, Ct. (Mon)"
1808,"1984-10-17","10-17-84",0,11,0,0,-1,"","final/last ""Nobody's Jam"": 04-26-83 [100]","10-17-84 Meadowlands Arena/, East Rutherford/, N.J. (Wed)"
1809,"1984-10-18","10-18-84",0,11,0,0,-1,"","","10-18-84 Meadowlands Arena/, East Rutherford/, N.J. (Thu)"
1810,"1984-10-27","10-27-84",0,120,0,0,-1,"","first Taper's Section","10-27-84 Berkeley Community Theatre/, Berkeley/, Ca. (Sat)"
1811,"1984-10-28","10-28-84",0,120,0,0,-1,"","""Playin"" is incomplete","10-28-84 Berkeley Community Theatre/, Berkeley/, Ca. (Sun)"
1812,"1984-10-30","10-30-84",0,120,0,0,-1,"","","10-30-84 Berkeley Community Theatre/, Berkeley/, Ca. (Tue)"
1813,"1984-10-31","10-31-84",0,120,0,0,-1,"","*with Matt Kelly **One More Halloween Nightfinal ""Lazy Lightning"" - first ""Superstitious"" - brief ""Mind Left Body Jam"" before ""Morning Dew""","10-31-84 Berkeley Community Theatre/, Berkeley/, Ca. (Wed)"
1814,"1984-12-28","12-28-84",0,177,0,0,-1,"","sound check: Tons Of Steel - first ""Day Tripper"" - first ""Tons Of Steel""","12-28-84 San Francisco Civic Auditorium/, San Francisco/, Ca. (Fri)"
1815,"1984-12-29","12-29-84",0,177,0,0,-1,"","","12-29-84 San Francisco Civic Auditorium/, San Francisco/, Ca. (Sat)"
1816,"1985-02-18","02-18-85",0,138,0,0,-1,"","last ""Baby What You Want"": 12-31-82 [131] - venue used to be called ""Oakland Auditorium Arena""","02-18-85 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Mon)"
1817,"1985-02-19","02-19-85",0,138,0,0,-1,"","*with Gung Hay Fat Choy Iko Ikothe Chinese Symphony Orchestra opened - Dragon Dance during ""Drumz""","02-19-85 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Tue)"
1818,"1985-02-20","02-20-85",0,138,0,0,-1,"","Dragon Dance during ""Drumz""","02-20-85 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Wed)"
1819,"1985-03-09","03-09-85",0,120,0,0,-1,"","*with Merl SaundersRex Foundation benefit - ""Twilight Zone Theme"" during ""Drumz""","03-09-85 Berkeley Community Theatre/, Berkeley/, Ca. (Sat)"
1820,"1985-03-10","03-10-85",0,120,0,0,-1,"","Rex Foundation benefit","03-10-85 Berkeley Community Theatre/, Berkeley/, Ca. (Sun)"
1821,"1985-03-12","03-12-85",0,120,0,0,-1,"","*with Matt Kelly Rex Foundation benefit","03-12-85 Berkeley Community Theatre/, Berkeley/, Ca. (Tue)"
1822,"1985-03-13","03-13-85",0,120,0,0,-1,"","*with Matt Kelly **with Hamza El-DinRex Foundation benefit - final/last ""Ollin Arageed"": 08-05-79 [406]","03-13-85 Berkeley Community Theatre/, Berkeley/, Ca. (Wed)"
1823,"1985-03-21","03-21-85",0,6,0,0,-1,"","","03-21-85 Hampton Coliseum/, Hampton/, Va. (Thu)"
1824,"1985-03-22","03-22-85",0,6,0,0,-1,"","","03-22-85 Hampton Coliseum/, Hampton/, Va. (Fri)"
1825,"1985-03-24","03-24-85",0,107,0,0,-1,"","","03-24-85 Springfield Civic Center Arena/, Springfield/, Ma. (Sun)"
1826,"1985-03-27","03-27-85",0,5,0,0,-1,"","first ""Tom Thumb Blues"" - last ""Half Step"": 10-17-82 [148]","03-27-85 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Wed)"
1827,"1985-03-29","03-29-85",0,5,0,0,-1,"","*with Matt Kelly last ""Supplication Jam"": 09-04-80 [326]","03-29-85 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Fri)"
1828,"1985-04-01","04-01-85",0,245,0,0,-1,"","","04-01-85 Cumberland County Civic Center/, Portland/, Me. (Mon)"
1829,"1985-04-03","04-03-85",0,35,0,0,-1,"","","04-03-85 Providence Civic Center/, Providence/, R.I. (Wed)"
1830,"1985-04-06","04-06-85",0,36,0,0,-1,"","","04-06-85 The Spectrum/, Philadelphia/, Pa. (Sat)"
1831,"1985-04-07","04-07-85",0,36,0,0,-1,"","","04-07-85 The Spectrum/, Philadelphia/, Pa. (Sun)"
1832,"1985-04-13","04-13-85",0,252,0,0,-1,"","","04-13-85 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sat)"
1833,"1985-06-21","06-21-85",0,64,0,0,-1,"","""Twilight Zone Theme"" tuning before ""Woman Smarter""","06-21-85 Alpine Valley Music Theatre/, East Troy/, Wi. (Fri)"
1834,"1985-07-13","07-13-85",0,175,0,0,-1,"","","07-13-85 County Fairgrounds/, Ventura/, Ca. (Sat)"
1835,"1985-07-14","07-14-85",0,175,0,0,-1,"","","07-14-85 County Fairgrounds/, Ventura/, Ca. (Sun)"
1836,"1985-08-24","08-24-85",0,556,0,0,-1,"","""Summit Conference"" - final ""Day Tripper""","08-24-85 Boreal Ridge Ski Resort/, Donner's Summit/, Ca. (Sat)"
1837,"1985-08-31","08-31-85",0,241,0,0,-1,"","","08-31-85 Manor Downs/, Austin/, Tx. (Sat)"
1838,"1985-09-05","09-05-85",0,10,0,0,-1,"","false start for ""Brokedown""","09-05-85 Red Rocks Amphitheatre/, Morrison/, Co. (Thu)"
1839,"1985-09-06","09-06-85",0,10,0,0,-1,"","*without Jerry","09-06-85 Red Rocks Amphitheatre/, Morrison/, Co. (Fri)"
1840,"1985-09-10","09-10-85",0,138,0,0,-1,"","*without Jerry last ""Good Times"": 06-21-84 [84]","09-10-85 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Tue)"
1841,"1985-09-12","09-12-85",0,138,0,0,-1,"","","09-12-85 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Thu)"
1842,"1985-10-25","10-25-85",0,85,0,0,-1,"","","10-25-85 Sportatorium/, Pembroke Pines/, Fl. (Fri)"
1843,"1985-10-26","10-26-85",0,557,0,0,-1,"","*without Jerry","10-26-85 Sun Dome/, University of South Florida/, Tampa/, Fl. (Sat)"
1844,"1985-10-28","10-28-85",0,48,0,0,-1,"","first ""Kansas City""","10-28-85 Fox Theatre/, Atlanta/, Ga. (Mon)"
1845,"1985-10-29","10-29-85",0,48,0,0,-1,"","","10-29-85 Fox Theatre/, Atlanta/, Ga. (Tue)"
1846,"1985-11-04","11-04-85",0,109,0,0,-1,"","","11-04-85 The Centrum/, Worcester/, Ma. (Mon)"
1847,"1985-11-07","11-07-85",0,126,0,0,-1,"","","11-07-85 Community War Memorial/, Rochester/, N.Y. (Thu)"
1848,"1985-11-08","11-08-85",0,126,0,0,-1,"","final ""Baby What You Want""","11-08-85 Community War Memorial/, Rochester/, N.Y. (Fri)"
1849,"1985-11-11","11-11-85",0,11,0,0,-1,"","","11-11-85 Meadowlands Arena/, East Rutherford/, N.J. (Mon)"
1850,"1985-11-16","11-16-85",0,213,0,0,-1,"","","11-16-85 Long Beach Arena/, Long Beach/, Ca. (Sat)"
1851,"1985-11-17","11-17-85",0,213,0,0,-1,"","*without Jerry","11-17-85 Long Beach Arena/, Long Beach/, Ca. (Sun)"
1852,"1985-11-20","11-20-85",0,138,0,0,-1,"","","11-20-85 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Wed)"
1853,"1985-11-22","11-22-85",0,138,0,0,-1,"","","11-22-85 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Fri)"
1854,"1985-12-31","12-31-85",0,24,0,0,-1,"","*with Baba Olatunji FM broadcast KFOG-San Francisco - national radio broadcast - national TV broadcast - Bill Graham rides in on a giant birthday cake - The Neville Brothers, then Baba Olatunji opened","12-31-85 Oakland Coliseum Arena/, Oakland/, Ca. (Tue)"
1855,"1986-02-08","02-08-86",0,138,0,0,-1,"","","02-08-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sat)"
1856,"1986-02-09","02-09-86",0,138,0,1,-1,"","""Gung Hay Fat Choy!"" - the Chinese Symphony Orchestra opened","02-09-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sun)"
1857,"1986-02-12","02-12-86",0,138,0,0,-1,"","*with members of The Neville Brothers **with Nevilles, without Philfirst ""Hand Jive"" - The Neville Brothers opened","02-12-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Wed)"
1858,"1986-03-20","03-20-86",0,6,0,0,-1,"","last ""Box Of Rain"": 07-28-73 [777]","03-20-86 Hampton Coliseum/, Hampton/, Va. (Thu)"
1859,"1986-03-21","03-21-86",0,6,0,0,-1,"","first ""Roadrunner"" - last ""Playin Reprise"": 11-02-84 [83]","03-21-86 Hampton Coliseum/, Hampton/, Va. (Fri)"
1860,"1986-03-23","03-23-86",0,36,0,0,-1,"","sound check: ""I Heard It Through The Grapevine""","03-23-86 The Spectrum/, Philadelphia/, Pa. (Sun)"
1861,"1986-03-25","03-25-86",0,36,0,0,-1,"","first ""Desolation Row""","03-25-86 The Spectrum/, Philadelphia/, Pa. (Tue)"
1862,"1986-03-27","03-27-86",0,245,0,0,-1,"","only ""Hamstrung Blues"" - last ""Wang Dang Doodle"": 10-27-84 [91] - last ""Spanish Jam"": 03-22-85 [74]","03-27-86 Cumberland County Civic Center/, Portland/, Me. (Thu)"
1863,"1986-03-30","03-30-86",0,35,0,0,-1,"","""Gimme Some Lovin"" tease before ""Do It In The Road"" - final/last ""Do It In The Road"": 04-13-85 [63]","03-30-86 Providence Civic Center/, Providence/, R.I. (Sun)"
1864,"1986-03-31","03-31-86",0,35,0,0,-1,"","final ""Roadrunner""","03-31-86 Providence Civic Center/, Providence/, R.I. (Mon)"
1865,"1986-04-01","04-01-86",0,35,0,0,-1,"","","04-01-86 Providence Civic Center/, Providence/, R.I. (Tue)"
1866,"1986-04-04","04-04-86",0,110,0,0,-1,"","final ""Day Job""","04-04-86 Hartford Civic Center/, Hartford/, Ct. (Fri)"
1867,"1986-04-12","04-12-86",0,252,0,0,-1,"","","04-12-86 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sat)"
1868,"1986-04-13","04-13-86",0,252,0,0,-1,"","final ""Don't Need Love""","04-13-86 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sun)"
1869,"1986-04-18","04-18-86",0,120,0,0,-1,"Jerry Garcia played a verse of this with the Grateful Dead on 18 April 1986, before switching to That's All Right Mama. There is no record of him playing it with any of his solo bands.","Rex Foundation benefit - only ""My Baby Left Me"" - final/last ""That's Alright Mama"": 06-10-73 [798]","04-18-86 Berkeley Community Theatre/, Berkeley/, Ca. (Fri)"
1870,"1986-04-21","04-21-86",0,120,0,0,-1,"","*with Jose Lorenzo **without Bobby, Jerry & Phil Brent played throughout the drum solo - Rex Foundation benefit - final/last ""Maybe You Know"": 04-26-83 [205]","04-21-86 Berkeley Community Theatre/, Berkeley/, Ca. (Mon)"
1871,"1986-05-03","05-03-86",0,65,0,0,-1,"","*Kentucky Derby daylast ""Race Is On"": 10-16-81 [303]","05-03-86 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sat)"
1872,"1986-05-04","05-04-86",0,65,0,0,-1,"","""Radioactive cloud"" rap during ""Good Lovin""","05-04-86 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sun)"
1873,"1986-05-10","05-10-86",0,51,0,0,-1,"","","05-10-86 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sat)"
1874,"1986-05-11","05-11-86",0,51,0,0,-1,"","FM broadcast KZSU-Palo Alto*)","05-11-86 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sun)"
1875,"1986-06-20","06-20-86",0,29,0,0,-1,"","","06-20-86 Greek Theatre/, U. of California/, Berkeley/, Ca. (Fri)"
1876,"1986-06-21","06-21-86",0,29,0,0,-1,"","*dedicated to Len Bias","06-21-86 Greek Theatre/, U. of California/, Berkeley/, Ca. (Sat)"
1877,"1986-06-28","06-28-86",0,64,0,0,-1,"","","06-28-86 Alpine Valley Music Theatre/, East Troy/, Wi. (Sat)"
1878,"1986-06-29","06-29-86",0,64,0,0,-1,"","","06-29-86 Alpine Valley Music Theatre/, East Troy/, Wi. (Sun)"
1879,"1986-06-30","06-30-86",0,74,0,0,-1,"","","06-30-86 River Bend Music Center/, Cincinnati/, Oh. (Mon)"
1880,"1986-07-02","07-02-86",0,558,0,0,-1,"","*with Bob Dylan **without Jerryonly ""Don't Think Twice"" - Dylan, Petty & The Heartbreakers opened","07-02-86 The Rubber Bowl/, University of Akron/, Akron/, Oh. (Wed)"
1881,"1986-07-06","07-06-86",0,16,0,0,-1,"","Dylan, Petty & The Heartbreakers opened","07-06-86 Robert F. Kennedy Stadium/, Washington/, D.C. (Sun)"
1882,"1986-07-07","07-07-86",0,16,0,0,-1,"","*with Bob Dylan Jerry & Brent left the stage for the end of ""Playin"" - Dylan, Petty & The Heartbreakers opened","07-07-86 Robert F. Kennedy Stadium/, Washington/, D.C. (Mon)"
1883,"1986-12-16","12-16-86",0,24,0,0,-1,"","*with members of The Neville Brothers","12-16-86 Oakland Coliseum Arena/, Oakland/, Ca. (Tue)"
1884,"1986-12-17","12-17-86",0,24,0,0,-1,"","","12-17-86 Oakland Coliseum Arena/, Oakland/, Ca. (Wed)"
1885,"1986-12-30","12-30-86",0,138,0,0,-1,"","*with Hamza El-Din & Jose Lorenzo **with members of The Neville Brothers30 beat ""BIODTL"" - The Neville Brothers opened","12-30-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Tue)"
1886,"1987-01-28","01-28-87",0,177,0,0,-1,"","*with extra drummers, no Space only ""Get Back"" - last ""Walking Blues"": 07-13-85 [80]","01-28-87 San Francisco Civic Auditorium/, San Francisco/, Ca. (Wed)"
1887,"1987-01-29","01-29-87",0,177,0,0,-1,"","""Funiculi Funicula"" & ""Tico Tico"" tunings before ""Bucket"" - Chinese New Year - the Chinese Symphony Orchestra opened","01-29-87 San Francisco Civic Auditorium/, San Francisco/, Ca. (Thu)"
1888,"1987-01-30","01-30-87",0,177,0,0,-1,"","","01-30-87 San Francisco Civic Auditorium/, San Francisco/, Ca. (Fri)"
1889,"1987-03-01","03-01-87",0,138,0,0,-1,"","","03-01-87 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sun)"
1890,"1987-03-22","03-22-87",0,6,0,0,-1,"","last ""Sunshine Daydream"": 12-31-82 [254]","03-22-87 Hampton Coliseum/, Hampton/, Va. (Sun)"
1891,"1987-03-23","03-23-87",0,6,0,0,-1,"","","03-23-87 Hampton Coliseum/, Hampton/, Va. (Mon)"
1892,"1987-03-24","03-24-87",0,6,0,0,-1,"","","03-24-87 Hampton Coliseum/, Hampton/, Va. (Tue)"
1893,"1987-04-02","04-02-87",0,109,0,0,-1,"","FM broadcast WCUW","04-02-87 The Centrum/, Worcester/, Ma. (Thu)"
1894,"1987-04-03","04-03-87",0,109,0,0,-1,"","FM broadcast WCUW","04-03-87 The Centrum/, Worcester/, Ma. (Fri)"
1895,"1987-04-04","04-04-87",0,109,0,0,-1,"","final ""Hand Jive"" - FM broadcast WCUW","04-04-87 The Centrum/, Worcester/, Ma. (Sat)"
1896,"1987-04-06","04-06-87",0,11,0,0,-1,"","final ""Dancin""","04-06-87 Meadowlands Arena/, East Rutherford/, N.J. (Mon)"
1897,"1987-04-09","04-09-87",0,559,0,0,-1,"","","04-09-87 UIC Pavilion/, Chicago/, Il. (Thu)"
1898,"1987-04-10","04-10-87",0,559,0,0,-1,"","","04-10-87 UIC Pavilion/, Chicago/, Il. (Fri)"
1899,"1987-04-11","04-11-87",0,559,0,0,-1,"","FM broadcast WXRT","04-11-87 UIC Pavilion/, Chicago/, Il. (Sat)"
1900,"1987-04-17","04-17-87",0,252,0,0,-1,"","","04-17-87 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Fri)"
1901,"1987-04-18","04-18-87",0,252,0,0,-1,"","""Tico Tico"" tuning before ""Let It Grow""","04-18-87 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sat)"
1902,"1987-04-19","04-19-87",0,252,0,0,-1,"","","04-19-87 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sun)"
1903,"1987-05-02","05-02-87",0,51,0,0,-1,"","","05-02-87 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sat)"
1904,"1987-05-03","05-03-87",0,51,0,1,-1,"","""Little Bunny Foo-Foo"" tuning with vocals by Brent before ""Peggy-O"" - FM broadcast KZSU-Palo Alto","05-03-87 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sun)"
1905,"1987-05-09","05-09-87",0,140,0,1,-1,"","Bruce Hornsby & The Range, then Ry Cooder opened","05-09-87 Laguna Seca Recreation Area/, Monterey/, Ca. (Sat)"
1906,"1987-05-10","05-10-87",0,140,0,0,-1,"","Bruce Hornsby & The Range, then Ry Cooder opened","05-10-87 Laguna Seca Recreation Area/, Monterey/, Ca. (Sun)"
1907,"1987-06-12","06-12-87",0,175,0,0,-1,"","","06-12-87 County Fairgrounds/, Ventura/, Ca. (Fri)"
1908,"1987-06-14","06-14-87",0,175,0,0,-1,"","","06-14-87 County Fairgrounds/, Ventura/, Ca. (Sun)"
1909,"1987-06-19","06-19-87",0,29,0,0,-1,"","","06-19-87 Greek Theatre/, U. of California/, Berkeley/, Ca. (Fri)"
1910,"1987-06-21","06-21-87",0,29,0,0,-1,"","afternoon concert (3:00 PM))*","06-21-87 Greek Theatre/, U. of California/, Berkeley/, Ca. (Sun)"
1911,"1987-06-26","06-26-87",0,64,0,0,-1,"","","06-26-87 Alpine Valley Music Theatre/, East Troy/, Wi. (Fri)"
1912,"1987-06-27","06-27-87",0,64,0,0,-1,"","","06-27-87 Alpine Valley Music Theatre/, East Troy/, Wi. (Sat)"
1913,"1987-06-28","06-28-87",0,64,0,0,-1,"","","06-28-87 Alpine Valley Music Theatre/, East Troy/, Wi. (Sun)"
1914,"1987-06-30","06-30-87",0,178,0,0,-1,"","last ""Spanish Jam"": 03-27-86 [73]","06-30-87 Kingswood Music Theatre/, Maple/, Ontario/, Canada (Tue)"
